#chr	pos	coverage
H1N1_NA	483	16
H1N1_NA	484	17
H1N1_NA	485	17
H1N1_NA	486	17
H1N1_NA	487	17
H1N1_NA	488	17
H1N1_NA	489	16
H1N1_NA	490	16
H1N1_NA	491	14
H1N1_NA	492	14
H1N1_NA	493	15
H1N1_NA	494	16
H1N1_NA	495	16
H1N1_NA	496	17
H1N1_NA	497	17
H1N1_NA	498	17
H1N1_NA	499	17
H1N1_NA	500	17
H1N1_NA	501	17
H1N1_NA	502	17
H1N1_NA	503	17
H1N1_NA	504	21
H1N1_NA	505	21
H1N1_NA	506	21
H1N1_NA	507	21
H1N1_NA	508	21
H1N1_NA	509	21
H1N1_NA	510	21
H1N1_NA	511	21
H1N1_NA	512	22
H1N1_NA	513	22
H1N1_NA	514	22
H1N1_NA	515	23
H1N1_NA	516	23
H1N1_NA	517	23
H1N1_NA	518	23
H1N1_NA	519	23
H1N1_NA	520	23
H1N1_NA	521	23
H1N1_NA	522	24
H1N1_NA	523	24
H1N1_NA	524	25
H1N1_NA	525	24
H1N1_NA	526	24
H1N1_NA	527	24
H1N1_NA	528	24
H1N1_NA	529	24
H1N1_NA	530	24
H1N1_NA	531	24
H1N1_NA	532	24
H1N1_NA	533	24
H1N1_NA	534	24
H1N1_NA	535	24
H1N1_NA	536	24
H1N1_NA	537	24
H1N1_NA	538	24
H1N1_NA	539	24
H1N1_NA	540	22
H1N1_NA	541	22
H1N1_NA	542	22
H1N1_NA	543	22
H1N1_NA	544	22
H1N1_NA	545	24
H1N1_NA	546	23
H1N1_NA	547	23
H1N1_NA	548	24
H1N1_NA	549	23
H1N1_NA	550	23
H1N1_NA	551	24
H1N1_NA	552	24
H1N1_NA	553	24
H1N1_NA	554	24
H1N1_NA	555	24
H1N1_NA	556	24
H1N1_NA	557	24
H1N1_NA	558	23
H1N1_NA	559	23
H1N1_NA	560	26
H1N1_NA	561	26
H1N1_NA	562	27
H1N1_NA	563	27
H1N1_NA	564	25
H1N1_NA	565	25
H1N1_NA	566	25
H1N1_NA	567	25
H1N1_NA	568	22
H1N1_NA	569	22
H1N1_NA	570	22
H1N1_NA	571	22
H1N1_NA	572	22
H1N1_NA	573	22
H1N1_NA	574	22
H1N1_NA	575	22
H1N1_NA	576	22
H1N1_NA	577	22
H1N1_NA	578	22
H1N1_NA	579	22
H1N1_NA	580	22
H1N1_NA	581	22
H1N1_NA	582	22
H1N1_NA	583	22
H1N1_NA	584	22
H1N1_NA	585	23
H1N1_NA	586	23
H1N1_NA	587	23
H1N1_NA	588	23
H1N1_NA	589	23
H1N1_NA	590	23
H1N1_NA	591	23
H1N1_NA	592	22
H1N1_NA	593	23
H1N1_NA	594	24
H1N1_NA	595	24
H1N1_NA	596	24
H1N1_NA	597	24
H1N1_NA	598	24
H1N1_NA	599	24
H1N1_NA	600	24
H1N1_NA	601	25
H1N1_NA	602	25
H1N1_NA	603	24
H1N1_NA	604	25
H1N1_NA	605	25
H1N1_NA	606	25
H1N1_NA	607	25
H1N1_NA	608	25
H1N1_NA	609	25
H1N1_NA	610	25
H1N1_NA	611	25
H1N1_NA	612	25
H1N1_NA	613	25
H1N1_NA	614	25
H1N1_NA	615	25
H1N1_NA	616	25
H1N1_NA	617	25
H1N1_NA	618	25
H1N1_NA	619	25
H1N1_NA	620	25
H1N1_NA	621	27
H1N1_NA	622	28
H1N1_NA	623	28
H1N1_NA	624	31
H1N1_NA	625	31
H1N1_NA	626	31
H1N1_NA	627	31
H1N1_NA	628	31
H1N1_NA	629	31
H1N1_NA	630	31
H1N1_NA	631	31
H1N1_NA	632	31
H1N1_NA	633	31
H1N1_NA	634	32
H1N1_NA	635	31
H1N1_NA	636	31
H1N1_NA	637	31
H1N1_NA	638	31
H1N1_NA	639	31
H1N1_NA	640	31
H1N1_NA	641	29
H1N1_NA	642	31
H1N1_NA	643	31
H1N1_NA	644	31
H1N1_NA	645	30
H1N1_NA	646	28
H1N1_NA	647	27
H1N1_NA	648	29
H1N1_NA	649	29
H1N1_NA	650	29
H1N1_NA	651	29
H1N1_NA	652	29
H1N1_NA	653	29
H1N1_NA	654	31
H1N1_NA	655	31
H1N1_NA	656	31
H1N1_NA	657	31
H1N1_NA	658	31
H1N1_NA	659	31
H1N1_NA	660	31
H1N1_NA	661	31
H1N1_NA	662	31
H1N1_NA	663	32
H1N1_NA	664	33
H1N1_NA	665	33
H1N1_NA	666	32
H1N1_NA	667	32
H1N1_NA	668	32
H1N1_NA	669	32
H1N1_NA	670	32
H1N1_NA	671	32
H1N1_NA	672	32
H1N1_NA	673	31
H1N1_NA	674	33
H1N1_NA	675	32
H1N1_NA	676	32
H1N1_NA	677	32
H1N1_NA	678	32
H1N1_NA	679	32
H1N1_NA	680	32
H1N1_NA	681	32
H1N1_NA	682	32
H1N1_NA	683	33
H1N1_NA	684	33
H1N1_NA	685	33
H1N1_NA	686	33
H1N1_NA	687	34
H1N1_NA	688	34
H1N1_NA	689	34
H1N1_NA	690	34
H1N1_NA	691	34
H1N1_NA	692	34
H1N1_NA	693	34
H1N1_NA	694	34
H1N1_NA	695	35
H1N1_NA	696	33
H1N1_NA	697	33
H1N1_NA	698	34
H1N1_NA	699	33
H1N1_NA	700	33
H1N1_NA	701	33
H1N1_NA	702	32
H1N1_NA	703	33
H1N1_NA	704	33
H1N1_NA	705	33
H1N1_NA	706	33
H1N1_NA	707	34
H1N1_NA	708	34
H1N1_NA	709	34
H1N1_NA	710	34
H1N1_NA	711	31
H1N1_NA	712	32
H1N1_NA	713	31
H1N1_NA	714	32
H1N1_NA	715	32
H1N1_NA	716	32
H1N1_NA	717	35
H1N1_NA	718	35
H1N1_NA	719	35
H1N1_NA	720	35
H1N1_NA	721	35
H1N1_NA	722	35
H1N1_NA	723	35
H1N1_NA	724	37
H1N1_NA	725	37
H1N1_NA	726	37
H1N1_NA	727	37
H1N1_NA	728	37
H1N1_NA	729	37
H1N1_NA	730	37
H1N1_NA	731	37
H1N1_NA	732	37
H1N1_NA	733	37
H1N1_NA	734	36
H1N1_NA	735	36
H1N1_NA	736	37
H1N1_NA	737	37
H1N1_NA	738	37
H1N1_NA	739	37
H1N1_NA	740	37
H1N1_NA	741	37
H1N1_NA	742	37
H1N1_NA	743	37
H1N1_NA	744	36
H1N1_NA	745	35
H1N1_NA	746	36
H1N1_NA	747	36
H1N1_NA	748	36
H1N1_NA	749	37
H1N1_NA	750	37
H1N1_NA	751	37
H1N1_NA	752	36
H1N1_NA	753	36
H1N1_NA	754	36
H1N1_NA	755	35
H1N1_NA	756	35
H1N1_NA	757	35
H1N1_NA	758	35
H1N1_NA	759	37
H1N1_NA	760	37
H1N1_NA	761	37
H1N1_NA	762	37
H1N1_NA	763	37
H1N1_NA	764	35
H1N1_NA	765	35
H1N1_NA	766	35
H1N1_NA	767	33
H1N1_NA	768	33
H1N1_NA	769	33
H1N1_NA	770	33
H1N1_NA	771	33
H1N1_NA	772	31
H1N1_NA	773	30
H1N1_NA	774	30
H1N1_NA	775	29
H1N1_NA	776	29
H1N1_NA	777	29
H1N1_NA	778	29
H1N1_NA	779	29
H1N1_NA	780	30
H1N1_NA	781	30
H1N1_NA	782	31
H1N1_NA	783	31
H1N1_NA	784	31
H1N1_NA	785	30
H1N1_NA	786	30
H1N1_NA	787	30
H1N1_NA	788	30
H1N1_NA	789	30
H1N1_NA	790	30
H1N1_NA	791	30
H1N1_NA	792	30
H1N1_NA	793	28
H1N1_NA	794	32
H1N1_NA	795	32
H1N1_NA	796	32
H1N1_NA	797	32
H1N1_NA	798	33
H1N1_NA	799	33
H1N1_NA	800	33
H1N1_NA	801	33
H1N1_NA	802	33
H1N1_NA	803	33
H1N1_NA	804	33
H1N1_NA	805	31
H1N1_NA	806	31
H1N1_NA	807	31
H1N1_NA	808	31
H1N1_NA	809	31
H1N1_NA	810	31
H1N1_NA	811	31
H1N1_NA	812	31
H1N1_NA	813	31
H1N1_NA	814	29
H1N1_NA	815	28
H1N1_NA	816	28
H1N1_NA	817	29
H1N1_NA	818	29
H1N1_NA	819	29
H1N1_NA	820	29
H1N1_NA	821	29
H1N1_NA	822	29
H1N1_NA	823	29
H1N1_NA	824	30
H1N1_NA	825	28
H1N1_NA	826	28
H1N1_NA	827	28
H1N1_NA	828	28
H1N1_NA	829	28
H1N1_NA	830	28
H1N1_NA	831	28
H1N1_NA	832	28
H1N1_NA	833	28
H1N1_NA	834	27
H1N1_NA	835	27
H1N1_NA	836	27
H1N1_NA	837	27
H1N1_NA	838	26
H1N1_NA	839	26
H1N1_NA	840	26
H1N1_NA	841	27
H1N1_NA	842	27
H1N1_NA	843	27
H1N1_NA	844	27
H1N1_NA	845	27
H1N1_NA	846	24
H1N1_NA	847	24
H1N1_NA	848	24
H1N1_NA	849	23
H1N1_NA	850	24
H1N1_NA	851	25
H1N1_NA	852	25
H1N1_NA	853	25
H1N1_NA	854	24
H1N1_NA	855	22
H1N1_NA	856	23
H1N1_NA	857	24
H1N1_NA	858	22
H1N1_NA	859	22
H1N1_NA	860	22
H1N1_NA	861	24
H1N1_NA	862	24
H1N1_NA	863	24
H1N1_NA	864	24
H1N1_NA	865	23
H1N1_NA	866	23
H1N1_NA	867	23
H1N1_NA	868	23
H1N1_NA	869	23
H1N1_NA	870	24
H1N1_NA	871	26
H1N1_NA	872	26
H1N1_NA	873	26
H1N1_NA	874	26
H1N1_NA	875	26
H1N1_NA	876	26
H1N1_NA	877	26
H1N1_NA	878	26
H1N1_NA	879	26
H1N1_NA	880	26
H1N1_NA	881	26
H1N1_NA	882	26
H1N1_NA	883	25
H1N1_NA	884	25
H1N1_NA	885	25
H1N1_NA	886	26
H1N1_NA	887	26
H1N1_NA	888	26
H1N1_NA	889	26
H1N1_NA	890	26
H1N1_NA	891	26
H1N1_NA	892	27
H1N1_NA	893	27
H1N1_NA	894	28
H1N1_NA	895	28
H1N1_NA	896	28
H1N1_NA	897	27
H1N1_NA	898	27
H1N1_NA	899	27
H1N1_NA	900	26
H1N1_NA	901	28
H1N1_NA	902	28
H1N1_NA	903	28
H1N1_NA	904	28
H1N1_NA	905	28
H1N1_NA	906	28
H1N1_NA	907	28
H1N1_NA	908	31
H1N1_NA	909	32
H1N1_NA	910	30
H1N1_NA	911	30
H1N1_NA	912	30
H1N1_NA	913	30
H1N1_NA	914	30
H1N1_NA	915	28
H1N1_NA	916	28
H1N1_NA	917	29
H1N1_NA	918	29
H1N1_NA	919	29
H1N1_NA	920	30
H1N1_NA	921	31
H1N1_NA	922	31
H1N1_NA	923	31
H1N1_NA	924	31
H1N1_NA	925	31
H1N1_NA	926	31
H1N1_NA	927	31
H1N1_NA	928	31
H1N1_NA	929	34
H1N1_NA	930	34
H1N1_NA	931	33
H1N1_NA	932	33
H1N1_NA	933	32
H1N1_NA	934	32
H1N1_NA	935	32
H1N1_NA	936	32
H1N1_NA	937	32
H1N1_NA	938	32
H1N1_NA	939	32
H1N1_NA	940	32
H1N1_NA	941	33
H1N1_NA	942	34
H1N1_NA	943	34
H1N1_NA	944	34
H1N1_NA	945	32
H1N1_NA	946	31
H1N1_NA	947	31
H1N1_NA	948	31
H1N1_NA	949	30
H1N1_NA	950	30
H1N1_NA	951	30
H1N1_NA	952	30
H1N1_NA	953	30
H1N1_NA	954	30
H1N1_NA	955	30
H1N1_NA	956	32
H1N1_NA	957	32
H1N1_NA	958	34
H1N1_NA	959	34
H1N1_NA	960	34
H1N1_NA	961	34
H1N1_NA	962	34
H1N1_NA	963	34
H1N1_NA	964	34
H1N1_NA	965	34
H1N1_NA	966	34
H1N1_NA	967	34
H1N1_NA	968	33
H1N1_NA	969	33
H1N1_NA	970	34
H1N1_NA	971	34
H1N1_NA	972	35
H1N1_NA	973	36
H1N1_NA	974	37
H1N1_NA	975	37
H1N1_NA	976	37
H1N1_NA	977	37
H1N1_NA	978	37
H1N1_NA	979	37
H1N1_NA	980	42
H1N1_NA	981	42
H1N1_NA	982	42
H1N1_NA	983	42
H1N1_NA	984	42
H1N1_NA	985	42
H1N1_NA	986	42
H1N1_NA	987	42
H1N1_NA	988	42
H1N1_NA	989	42
H1N1_NA	990	42
H1N1_NA	991	42
H1N1_NA	992	41
H1N1_NA	993	41
H1N1_NA	994	41
H1N1_NA	995	41
H1N1_NA	996	41
H1N1_NA	997	41
H1N1_NA	998	42
H1N1_NA	999	42
H1N1_NA	1000	42
H1N1_NA	1001	41
H1N1_NA	1002	40
H1N1_NA	1003	40
H1N1_NA	1004	40
H1N1_NA	1005	40
H1N1_NA	1006	41
H1N1_NA	1007	40
H1N1_NA	1008	39
H1N1_NA	1009	39
H1N1_NA	1010	37
H1N1_NA	1011	39
H1N1_NA	1012	37
H1N1_NA	1013	38
H1N1_NA	1014	38
H1N1_NA	1015	38
H1N1_NA	1016	38
H1N1_NA	1017	39
H1N1_NA	1018	41
H1N1_NA	1019	41
H1N1_NA	1020	41
H1N1_NA	1021	43
H1N1_NA	1022	41
H1N1_NA	1023	44
H1N1_NA	1024	44
H1N1_NA	1025	44
H1N1_NA	1026	44
H1N1_NA	1027	44
H1N1_NA	1028	46
H1N1_NA	1029	46
H1N1_NA	1030	46
H1N1_NA	1031	46
H1N1_NA	1032	46
H1N1_NA	1033	46
H1N1_NA	1034	46
H1N1_NA	1035	48
H1N1_NA	1036	48
H1N1_NA	1037	47
H1N1_NA	1038	47
H1N1_NA	1039	48
H1N1_NA	1040	48
H1N1_NA	1041	48
H1N1_NA	1042	48
H1N1_NA	1043	47
H1N1_NA	1044	47
H1N1_NA	1045	46
H1N1_NA	1046	47
H1N1_NA	1047	48
H1N1_NA	1048	48
H1N1_NA	1049	48
H1N1_NA	1050	48
H1N1_NA	1051	48
H1N1_NA	1052	48
H1N1_NA	1053	49
H1N1_NA	1054	49
H1N1_NA	1055	51
H1N1_NA	1056	51
H1N1_NA	1057	51
H1N1_NA	1058	52
H1N1_NA	1059	50
H1N1_NA	1060	50
H1N1_NA	1061	50
H1N1_NA	1062	50
H1N1_NA	1063	51
H1N1_NA	1064	49
H1N1_NA	1065	51
H1N1_NA	1066	51
H1N1_NA	1067	51
H1N1_NA	1068	50
H1N1_NA	1069	50
H1N1_NA	1070	50
H1N1_NA	1071	49
H1N1_NA	1072	48
H1N1_NA	1073	49
H1N1_NA	1074	49
H1N1_NA	1075	49
H1N1_NA	1076	49
H1N1_NA	1077	49
H1N1_NA	1078	50
H1N1_NA	1079	50
H1N1_NA	1080	49
H1N1_NA	1081	49
H1N1_NA	1082	49
H1N1_NA	1083	51
H1N1_NA	1084	52
H1N1_NA	1085	52
H1N1_NA	1086	52
H1N1_NA	1087	52
H1N1_NA	1088	52
H1N1_NA	1089	52
H1N1_NA	1090	52
H1N1_NA	1091	52
H1N1_NA	1092	51
H1N1_NA	1093	50
H1N1_NA	1094	50
H1N1_NA	1095	50
H1N1_NA	1096	50
H1N1_NA	1097	50
H1N1_NA	1098	50
H1N1_NA	1099	50
H1N1_NA	1100	50
H1N1_NA	1101	50
H1N1_NA	1102	50
H1N1_NA	1103	50
H1N1_NA	1104	50
H1N1_NA	1105	50
H1N1_NA	1106	48
H1N1_NA	1107	46
H1N1_NA	1108	46
H1N1_NA	1109	46
H1N1_NA	1110	46
H1N1_NA	1111	46
H1N1_NA	1112	47
H1N1_NA	1113	47
H1N1_NA	1114	47
H1N1_NA	1115	47
H1N1_NA	1116	47
H1N1_NA	1117	47
H1N1_NA	1118	47
H1N1_NA	1119	47
H1N1_NA	1120	47
H1N1_NA	1121	46
H1N1_NA	1122	47
H1N1_NA	1123	46
H1N1_NA	1124	45
H1N1_NA	1125	44
H1N1_NA	1126	43
H1N1_NA	1127	44
H1N1_NA	1128	44
H1N1_NA	1129	44
H1N1_NA	1130	44
H1N1_NA	1131	39
H1N1_NA	1132	39
H1N1_NA	1133	39
H1N1_NA	1134	39
H1N1_NA	1135	39
H1N1_NA	1136	40
H1N1_NA	1137	42
H1N1_NA	1138	42
H1N1_NA	1139	42
H1N1_NA	1140	42
H1N1_NA	1141	42
H1N1_NA	1142	42
H1N1_NA	1143	42
H1N1_NA	1144	42
H1N1_NA	1145	42
H1N1_NA	1146	42
H1N1_NA	1147	42
H1N1_NA	1148	42
H1N1_NA	1149	41
H1N1_NA	1150	41
H1N1_NA	1151	41
H1N1_NA	1152	41
H1N1_NA	1153	41
H1N1_NA	1154	41
H1N1_NA	1155	41
H1N1_NA	1156	42
H1N1_NA	1157	39
H1N1_NA	1158	39
H1N1_NA	1159	39
H1N1_NA	1160	39
H1N1_NA	1161	39
H1N1_NA	1162	38
H1N1_NA	1163	37
H1N1_NA	1164	36
H1N1_NA	1165	36
H1N1_NA	1166	36
H1N1_NA	1167	36
H1N1_NA	1168	35
H1N1_NA	1169	35
H1N1_NA	1170	34
H1N1_NA	1171	34
H1N1_NA	1172	33
H1N1_NA	1173	33
H1N1_NA	1174	32
H1N1_NA	1175	32
H1N1_NA	1176	32
H1N1_NA	1177	32
H1N1_NA	1178	32
H1N1_NA	1179	28
H1N1_NA	1180	28
H1N1_NA	1181	28
H1N1_NA	1182	28
H1N1_NA	1183	28
H1N1_NA	1184	30
H1N1_NA	1185	30
H1N1_NA	1186	26
H1N1_NA	1187	26
H1N1_NA	1188	26
H1N1_NA	1189	26
H1N1_NA	1190	26
H1N1_NA	1191	26
H1N1_NA	1192	26
H1N1_NA	1193	26
H1N1_NA	1194	26
H1N1_NA	1195	26
H1N1_NA	1196	26
H1N1_NA	1197	25
H1N1_NA	1198	27
H1N1_NA	1199	27
H1N1_NA	1200	27
H1N1_NA	1201	27
H1N1_NA	1202	27
H1N1_NA	1203	27
H1N1_NA	1204	26
H1N1_NA	1205	27
H1N1_NA	1206	27
H1N1_NA	1207	28
H1N1_NA	1208	28
H1N1_NA	1209	27
H1N1_NA	1210	27
H1N1_NA	1211	31
H1N1_NA	1212	31
H1N1_NA	1213	31
H1N1_NA	1214	30
H1N1_NA	1215	30
H1N1_NA	1216	28
H1N1_NA	1217	28
H1N1_NA	1218	28
H1N1_NA	1219	28
H1N1_NA	1220	28
H1N1_NA	1221	28
H1N1_NA	1222	28
H1N1_NA	1223	28
H1N1_NA	1224	27
H1N1_NA	1225	27
H1N1_NA	1226	27
H1N1_NA	1227	27
H1N1_NA	1228	27
H1N1_NA	1229	26
H1N1_NA	1230	26
H1N1_NA	1231	26
H1N1_NA	1232	26
H1N1_NA	1233	26
H1N1_NA	1234	27
H1N1_NA	1235	26
H1N1_NA	1236	26
H1N1_NA	1237	26
H1N1_NA	1238	26
H1N1_NA	1239	26
H1N1_NA	1240	26
H1N1_NA	1241	26
H1N1_NA	1242	27
H1N1_NA	1243	27
H1N1_NA	1244	27
H1N1_NA	1245	27
H1N1_NA	1246	27
H1N1_NA	1247	27
H1N1_NA	1248	27
H1N1_NA	1249	27
H1N1_NA	1250	27
H1N1_NA	1251	27
H1N1_NA	1252	27
H1N1_NA	1253	27
H1N1_NA	1254	27
H1N1_NA	1255	28
H1N1_NA	1256	29
H1N1_NA	1257	33
H1N1_NA	1258	33
H1N1_NA	1259	33
H1N1_NA	1260	33
H1N1_NA	1261	33
H1N1_NA	1262	33
H1N1_NA	1263	32
H1N1_NA	1264	32
H1N1_NA	1265	32
H1N1_NA	1266	32
H1N1_NA	1267	32
H1N1_NA	1268	32
H1N1_NA	1269	32
H1N1_NA	1270	32
H1N1_NA	1271	33
H1N1_NA	1272	35
H1N1_NA	1273	34
H1N1_NA	1274	35
H1N1_NA	1275	35
H1N1_NA	1276	35
H1N1_NA	1277	35
H1N1_NA	1278	34
H1N1_NA	1279	34
H1N1_NA	1280	34
H1N1_NA	1281	34
H1N1_NA	1282	34
H1N1_NA	1283	32
H1N1_NA	1284	32
H1N1_NA	1285	32
H1N1_NA	1286	32
H1N1_NA	1287	31
H1N1_NA	1288	31
H1N1_NA	1289	31
H1N1_NA	1290	31
H1N1_NA	1291	31
H1N1_NA	1292	31
H1N1_NA	1293	31
H1N1_NA	1294	31
H1N1_NA	1295	31
H1N1_NA	1296	31
H1N1_NA	1297	31
H1N1_NA	1298	31
H1N1_NA	1299	31
H1N1_NA	1300	31
H1N1_NA	1301	31
H1N1_NA	1302	31
H1N1_NA	1303	31
H1N1_NA	1304	31
H1N1_NA	1305	31
H1N1_NA	1306	31
H1N1_NA	1307	32
H1N1_NA	1308	32
H1N1_NA	1309	32
H1N1_NA	1310	32
H1N1_NA	1311	32
H1N1_NA	1312	32
H1N1_NA	1313	31
H1N1_NA	1314	30
H1N1_NA	1315	30
H1N1_NA	1316	30
H1N1_NA	1317	28
H1N1_NA	1318	28
H1N1_NA	1319	28
H1N1_NA	1320	28
H1N1_NA	1321	28
H1N1_NA	1322	28
H1N1_NA	1323	28
H1N1_NA	1324	28
H1N1_NA	1325	28
H1N1_NA	1326	28
H1N1_NA	1327	26
H1N1_NA	1328	26
H1N1_NA	1329	26
H1N1_NA	1330	26
H1N1_NA	1331	26
H1N1_NA	1332	26
H1N1_NA	1333	26
H1N1_NA	1334	26
H1N1_NA	1335	26
H1N1_NA	1336	26
H1N1_NA	1337	26
H1N1_NA	1338	26
H1N1_NA	1339	26
H1N1_NA	1340	26
H1N1_NA	1341	25
H1N1_NA	1342	25
H1N1_NA	1343	25
H1N1_NA	1344	25
H1N1_NA	1345	25
H1N1_NA	1346	25
H1N1_NA	1347	23
H1N1_NA	1348	21
H1N1_NA	1349	20
H1N1_NA	1350	20
H1N1_NA	1351	20
H1N1_NA	1352	20
H1N1_NA	1353	20
H1N1_NA	1354	20
H1N1_NA	1355	20
H1N1_NA	1356	19
H1N1_NA	1357	19
H1N1_NA	1358	18
H1N1_NA	1359	18
H1N1_NA	1360	15
H1N1_NA	1361	14
H1N1_NA	1362	14
H1N1_NA	1363	14
H1N1_NA	1364	14
H1N1_NA	1365	14
H1N1_NA	1366	14
H1N1_NA	1367	14
H1N1_NA	1368	14
H1N1_NA	1369	14
H1N1_NA	1370	14
H1N1_NA	1371	14
H1N1_NA	1372	14
H1N1_NA	1373	14
H1N1_NA	1374	12
H1N1_NA	1375	12
H1N1_NA	1376	12
H1N1_NA	1377	12
H1N1_NA	1378	12
H1N1_NA	1379	12
H1N1_NA	1380	12
H1N1_NA	1381	12
H1N1_NA	1382	12
H1N1_NA	1383	12
H1N1_NA	1384	12
H1N1_NA	1385	9
H1N1_NA	1386	9
H1N1_NA	1387	9
H1N1_NA	1388	9
H1N1_NA	1389	9
H1N1_NA	1390	9
H1N1_NA	1391	9
H1N1_NA	1392	9
H1N1_NA	1393	8
H1N1_NA	1394	8
H1N1_NA	1395	8
H1N1_NA	1396	8
H1N1_NA	1397	8
H1N1_NA	1398	8
H1N1_NA	1399	8
H1N1_NA	1400	8
H1N1_NA	1401	8
H1N1_NA	1402	8
H1N1_NA	1403	8
H1N1_NA	1404	8
H1N1_NA	1405	8
H1N1_NA	1406	7
H1N1_NA	1407	6
H1N1_NA	1408	4
H1N1_NA	1409	4
H1N1_NA	1410	4
H1N1_NA	1411	4
H1N1_NA	1412	4
H1N1_NA	1413	4
H1N1_NA	1414	4
H1N1_NA	1415	4
H1N1_NA	1416	4
H1N1_NA	1417	4
H1N1_NA	1418	4
H1N1_NA	1419	4
H1N1_NA	1420	4
H1N1_NA	1421	4
H1N1_NA	1422	3
H1N1_NA	1423	3
H1N1_NA	1424	3
H1N1_NA	1425	2
H1N1_NA	1426	2
H1N1_NA	1427	2
H1N1_NA	1428	2
H1N1_NA	1429	2
H1N1_NA	1430	2
H1N1_NP	1	3
H1N1_NP	2	4
H1N1_NP	3	5
H1N1_NP	4	11
H1N1_NP	5	11
H1N1_NP	6	11
H1N1_NP	7	11
H1N1_NP	8	11
H1N1_NP	9	11
H1N1_NP	10	11
H1N1_NP	11	12
H1N1_NP	12	14
H1N1_NP	13	15
H1N1_NP	14	15
H1N1_NP	15	15
H1N1_NP	16	15
H1N1_NP	17	15
H1N1_NP	18	15
H1N1_NP	19	15
H1N1_NP	20	15
H1N1_NP	21	17
H1N1_NP	22	17
H1N1_NP	23	17
H1N1_NP	24	17
H1N1_NP	25	17
H1N1_NP	26	19
H1N1_NP	27	19
H1N1_NP	28	21
H1N1_NP	29	24
H1N1_NP	30	24
H1N1_NP	31	24
H1N1_NP	32	24
H1N1_NP	33	24
H1N1_NP	34	25
H1N1_NP	35	25
H1N1_NP	36	27
H1N1_NP	37	32
H1N1_NP	38	34
H1N1_NP	39	34
H1N1_NP	40	35
H1N1_NP	41	35
H1N1_NP	42	35
H1N1_NP	43	36
H1N1_NP	44	38
H1N1_NP	45	38
H1N1_NP	46	38
H1N1_NP	47	39
H1N1_NP	48	40
H1N1_NP	49	40
H1N1_NP	50	40
H1N1_NP	51	40
H1N1_NP	52	41
H1N1_NP	53	42
H1N1_NP	54	42
H1N1_NP	55	42
H1N1_NP	56	42
H1N1_NP	57	42
H1N1_NP	58	43
H1N1_NP	59	45
H1N1_NP	60	45
H1N1_NP	61	46
H1N1_NP	62	46
H1N1_NP	63	46
H1N1_NP	64	46
H1N1_NP	65	46
H1N1_NP	66	46
H1N1_NP	67	46
H1N1_NP	68	46
H1N1_NP	69	46
H1N1_NP	70	46
H1N1_NP	71	46
H1N1_NP	72	46
H1N1_NP	73	46
H1N1_NP	74	46
H1N1_NP	75	46
H1N1_NP	76	46
H1N1_NP	77	46
H1N1_NP	78	47
H1N1_NP	79	47
H1N1_NP	80	48
H1N1_NP	81	49
H1N1_NP	82	50
H1N1_NP	83	51
H1N1_NP	84	54
H1N1_NP	85	54
H1N1_NP	86	55
H1N1_NP	87	55
H1N1_NP	88	55
H1N1_NP	89	57
H1N1_NP	90	57
H1N1_NP	91	57
H1N1_NP	92	58
H1N1_NP	93	59
H1N1_NP	94	59
H1N1_NP	95	59
H1N1_NP	96	59
H1N1_NP	97	60
H1N1_NP	98	60
H1N1_NP	99	60
H1N1_NP	100	58
H1N1_NP	101	58
H1N1_NP	102	59
H1N1_NP	103	59
H1N1_NP	104	59
H1N1_NP	105	62
H1N1_NP	106	62
H1N1_NP	107	63
H1N1_NP	108	63
H1N1_NP	109	63
H1N1_NP	110	63
H1N1_NP	111	63
H1N1_NP	112	63
H1N1_NP	113	63
H1N1_NP	114	61
H1N1_NP	115	61
H1N1_NP	116	61
H1N1_NP	117	61
H1N1_NP	118	61
H1N1_NP	119	61
H1N1_NP	120	61
H1N1_NP	121	61
H1N1_NP	122	63
H1N1_NP	123	63
H1N1_NP	124	63
H1N1_NP	125	63
H1N1_NP	126	66
H1N1_NP	127	64
H1N1_NP	128	64
H1N1_NP	129	65
H1N1_NP	130	65
H1N1_NP	131	65
H1N1_NP	132	65
H1N1_NP	133	63
H1N1_NP	134	63
H1N1_NP	135	63
H1N1_NP	136	64
H1N1_NP	137	67
H1N1_NP	138	67
H1N1_NP	139	67
H1N1_NP	140	67
H1N1_NP	141	68
H1N1_NP	142	68
H1N1_NP	143	68
H1N1_NP	144	68
H1N1_NP	145	68
H1N1_NP	146	68
H1N1_NP	147	67
H1N1_NP	148	68
H1N1_NP	149	68
H1N1_NP	150	70
H1N1_NP	151	71
H1N1_NP	152	71
H1N1_NP	153	70
H1N1_NP	154	69
H1N1_NP	155	66
H1N1_NP	156	66
H1N1_NP	157	66
H1N1_NP	158	66
H1N1_NP	159	66
H1N1_NP	160	66
H1N1_NP	161	66
H1N1_NP	162	65
H1N1_NP	163	63
H1N1_NP	164	63
H1N1_NP	165	63
H1N1_NP	166	63
H1N1_NP	167	63
H1N1_NP	168	64
H1N1_NP	169	64
H1N1_NP	170	64
H1N1_NP	171	64
H1N1_NP	172	63
H1N1_NP	173	63
H1N1_NP	174	63
H1N1_NP	175	63
H1N1_NP	176	63
H1N1_NP	177	63
H1N1_NP	178	63
H1N1_NP	179	61
H1N1_NP	180	62
H1N1_NP	181	62
